domain,set,src,txt,tp,q,a
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC10204780/,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена, при этом данных, описывающих развитие нарушений слуха на фоне акромегалии, недостаточно. Проявления аденомы могут мимикрировать под клиническую картину тугоухости. Известно, что поражения слухового аппарата могут проявляться в форме тугоухости по сенсоневральному, кондуктивному и смешанному типам. Информация о наличии слуховых нарушений вследствие акромегалии подтверждается некоторыми исследованиями, но их небольшое количество затрудняет оценку распространенности [3-5]. Патогенетически развитие тугоухости может быть обусловлено гипертрофией височной кости вследствие гиперпродукции гормона роста с последующим поражением слухового анализатора внутреннего уха. Сенсоневральный компонент, вероятнее всего, объясняется отеком слухового нерва и нарушением его микроциркуляции.",Simple,Какие осложнения наиболее часто встречаются при акромегалии?,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC10204780/,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена, при этом данных, описывающих развитие нарушений слуха на фоне акромегалии, недостаточно. Проявления аденомы могут мимикрировать под клиническую картину тугоухости. Известно, что поражения слухового аппарата могут проявляться в форме тугоухости по сенсоневральному, кондуктивному и смешанному типам. Информация о наличии слуховых нарушений вследствие акромегалии подтверждается некоторыми исследованиями, но их небольшое количество затрудняет оценку распространенности [3-5]. Патогенетически развитие тугоухости может быть обусловлено гипертрофией височной кости вследствие гиперпродукции гормона роста с последующим поражением слухового анализатора внутреннего уха. Сенсоневральный компонент, вероятнее всего, объясняется отеком слухового нерва и нарушением его микроциркуляции.",With errors,Какте осложнениа часче всево встричаються при акромигалии?,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC10204780/,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена, при этом данных, описывающих развитие нарушений слуха на фоне акромегалии, недостаточно. Проявления аденомы могут мимикрировать под клиническую картину тугоухости. Известно, что поражения слухового аппарата могут проявляться в форме тугоухости по сенсоневральному, кондуктивному и смешанному типам. Информация о наличии слуховых нарушений вследствие акромегалии подтверждается некоторыми исследованиями, но их небольшое количество затрудняет оценку распространенности [3-5]. Патогенетически развитие тугоухости может быть обусловлено гипертрофией височной кости вследствие гиперпродукции гормона роста с последующим поражением слухового анализатора внутреннего уха. Сенсоневральный компонент, вероятнее всего, объясняется отеком слухового нерва и нарушением его микроциркуляции.",Trash,"Я тут читал статью про эндокринные заболевания, и у меня возник вопрос: какие вообще есть частые осложнения при акромегалии? А то я пытаюсь разобраться, что из этого опаснее, и какие органы чаще страдают.","Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC10204780/,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена, при этом данных, описывающих развитие нарушений слуха на фоне акромегалии, недостаточно. Проявления аденомы могут мимикрировать под клиническую картину тугоухости. Известно, что поражения слухового аппарата могут проявляться в форме тугоухости по сенсоневральному, кондуктивному и смешанному типам. Информация о наличии слуховых нарушений вследствие акромегалии подтверждается некоторыми исследованиями, но их небольшое количество затрудняет оценку распространенности [3-5]. Патогенетически развитие тугоухости может быть обусловлено гипертрофией височной кости вследствие гиперпродукции гормона роста с последующим поражением слухового анализатора внутреннего уха. Сенсоневральный компонент, вероятнее всего, объясняется отеком слухового нерва и нарушением его микроциркуляции.",Reformulation,Какие системы организма чаще всего страдают из-за акромегалии?,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC10204780/,"Наиболее частыми осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена, при этом данных, описывающих развитие нарушений слуха на фоне акромегалии, недостаточно. Проявления аденомы могут мимикрировать под клиническую картину тугоухости. Известно, что поражения слухового аппарата могут проявляться в форме тугоухости по сенсоневральному, кондуктивному и смешанному типам. Информация о наличии слуховых нарушений вследствие акромегалии подтверждается некоторыми исследованиями, но их небольшое количество затрудняет оценку распространенности [3-5]. Патогенетически развитие тугоухости может быть обусловлено гипертрофией височной кости вследствие гиперпродукции гормона роста с последующим поражением слухового анализатора внутреннего уха. Сенсоневральный компонент, вероятнее всего, объясняется отеком слухового нерва и нарушением его микроциркуляции.",Incorrect by design,"Верно ли, что основное осложнение акромегалии – это полная потеря слуха?","Нет, основными осложнениями акромегалии являются патология сердечно-сосудистой, дыхательной, костно-суставной систем и углеводного обмена. Нарушения слуха могут встречаться, но данных о распространённости этих осложнений недостаточно."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762451/,"Диабетический гастропарез был впервые описан в 1945 г. Уэйном Ранделлсом, позже, в 1958 г., был введен термин gastroparesis diabeticorum [1]. Данная патология является одним из самых распространенных осложнений у пациентов с сахарным диабетом 1 и 2 типов (СД1 и СД2), она характеризуется ранней сытостью, длительной постпрандиальной полнотой, вздутием живота, тошнотой и рвотой, а также болью в животе [2]. Патофизиология диабетической гастроэнтеропатии (ДГ) сложна. Считается, что нейропатия энтеральной нервной системы, индуцированная гипергликемией, является одной из основных причин развития ДГ. Немаловажную роль играет уменьшение количества интерстициальных клеток Кахаля (ИКК) и кишечных глиальных клеток. С другой
стороны, окислительный стресс и воспаление также влияют на регенеративные процессы в кишечнике и на его иннервацию [3]. Таким образом, ДГ является комплексным осложнением СД, обусловленным дисфункцией автономной нервной системы и дизрегуляцией секреции и действия гормонов, что проявляется нарушением моторики пищевода, желудка и кишечника и сопровождается характерными симптомами.",Simple,Какие симптомы характерны для диабетического гастропареза?,"Для диабетического гастропареза характерны ранняя сытость, длительная постпрандиальная полнота, вздутие живота, тошнота, рвота и боль в животе."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762451/,"Диабетический гастропарез был впервые описан в 1945 г. Уэйном Ранделлсом, позже, в 1958 г., был введен термин gastroparesis diabeticorum [1]. Данная патология является одним из самых распространенных осложнений у пациентов с сахарным диабетом 1 и 2 типов (СД1 и СД2), она характеризуется ранней сытостью, длительной постпрандиальной полнотой, вздутием живота, тошнотой и рвотой, а также болью в животе [2]. Патофизиология диабетической гастроэнтеропатии (ДГ) сложна. Считается, что нейропатия энтеральной нервной системы, индуцированная гипергликемией, является одной из основных причин развития ДГ. Немаловажную роль играет уменьшение количества интерстициальных клеток Кахаля (ИКК) и кишечных глиальных клеток. С другой
стороны, окислительный стресс и воспаление также влияют на регенеративные процессы в кишечнике и на его иннервацию [3]. Таким образом, ДГ является комплексным осложнением СД, обусловленным дисфункцией автономной нервной системы и дизрегуляцией секреции и действия гормонов, что проявляется нарушением моторики пищевода, желудка и кишечника и сопровождается характерными симптомами.",With errors,Какие симпотомы хараткерны для диабетического гастропарэза?,"Для диабетического гастропареза характерны ранняя сытость, длительная постпрандиальная полнота, вздутие живота, тошнота, рвота и боль в животе."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762451/,"Диабетический гастропарез был впервые описан в 1945 г. Уэйном Ранделлсом, позже, в 1958 г., был введен термин gastroparesis diabeticorum [1]. Данная патология является одним из самых распространенных осложнений у пациентов с сахарным диабетом 1 и 2 типов (СД1 и СД2), она характеризуется ранней сытостью, длительной постпрандиальной полнотой, вздутием живота, тошнотой и рвотой, а также болью в животе [2]. Патофизиология диабетической гастроэнтеропатии (ДГ) сложна. Считается, что нейропатия энтеральной нервной системы, индуцированная гипергликемией, является одной из основных причин развития ДГ. Немаловажную роль играет уменьшение количества интерстициальных клеток Кахаля (ИКК) и кишечных глиальных клеток. С другой
стороны, окислительный стресс и воспаление также влияют на регенеративные процессы в кишечнике и на его иннервацию [3]. Таким образом, ДГ является комплексным осложнением СД, обусловленным дисфункцией автономной нервной системы и дизрегуляцией секреции и действия гормонов, что проявляется нарушением моторики пищевода, желудка и кишечника и сопровождается характерными симптомами.",Trash,"Здравствуйте, у меня проблема с моим компьютером, он не включается, но я хотел бы узнать, какие симптомы характерны для диабетического гастропареза, потому что у меня есть друг, который страдает от этого. Можете ли вы помочь?","Для диабетического гастропареза характерны ранняя сытость, длительная постпрандиальная полнота, вздутие живота, тошнота, рвота и боль в животе."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762451/,"Диабетический гастропарез был впервые описан в 1945 г. Уэйном Ранделлсом, позже, в 1958 г., был введен термин gastroparesis diabeticorum [1]. Данная патология является одним из самых распространенных осложнений у пациентов с сахарным диабетом 1 и 2 типов (СД1 и СД2), она характеризуется ранней сытостью, длительной постпрандиальной полнотой, вздутием живота, тошнотой и рвотой, а также болью в животе [2]. Патофизиология диабетической гастроэнтеропатии (ДГ) сложна. Считается, что нейропатия энтеральной нервной системы, индуцированная гипергликемией, является одной из основных причин развития ДГ. Немаловажную роль играет уменьшение количества интерстициальных клеток Кахаля (ИКК) и кишечных глиальных клеток. С другой
стороны, окислительный стресс и воспаление также влияют на регенеративные процессы в кишечнике и на его иннервацию [3]. Таким образом, ДГ является комплексным осложнением СД, обусловленным дисфункцией автономной нервной системы и дизрегуляцией секреции и действия гормонов, что проявляется нарушением моторики пищевода, желудка и кишечника и сопровождается характерными симптомами.",Reformulation,Как проявляется нарушение работы желудка у пациентов с сахарным диабетом?,"У пациентов с сахарным диабетом нарушение работы желудка проявляется в виде ранней сытости, длительной постпрандиальной полноты, вздутия живота, тошноты, рвоты и боли в животе."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762451/,"Диабетический гастропарез был впервые описан в 1945 г. Уэйном Ранделлсом, позже, в 1958 г., был введен термин gastroparesis diabeticorum [1]. Данная патология является одним из самых распространенных осложнений у пациентов с сахарным диабетом 1 и 2 типов (СД1 и СД2), она характеризуется ранней сытостью, длительной постпрандиальной полнотой, вздутием живота, тошнотой и рвотой, а также болью в животе [2]. Патофизиология диабетической гастроэнтеропатии (ДГ) сложна. Считается, что нейропатия энтеральной нервной системы, индуцированная гипергликемией, является одной из основных причин развития ДГ. Немаловажную роль играет уменьшение количества интерстициальных клеток Кахаля (ИКК) и кишечных глиальных клеток. С другой
стороны, окислительный стресс и воспаление также влияют на регенеративные процессы в кишечнике и на его иннервацию [3]. Таким образом, ДГ является комплексным осложнением СД, обусловленным дисфункцией автономной нервной системы и дизрегуляцией секреции и действия гормонов, что проявляется нарушением моторики пищевода, желудка и кишечника и сопровождается характерными симптомами.",Incorrect by design,"Какие симптомы характерны для диабетического гастропареза, вызванного исключительно инфекцией?","Диабетический гастропарез не вызван инфекцией, а связан с нейропатией энтеральной нервной системы, уменьшением количества интерстициальных клеток Кахаля и окислительным стрессом.

Для диабетического гастропареза характерны ранняя сытость, длительная постпрандиальная полнота, вздутие живота, тошнота, рвота и боль в животе."
science,pubmed,https://pmc.ncbi.nlm.nih.gov/articles/PMC11145573/,"Синдром DICER1 представляет собой редкое аутосомно-доминантное заболевание, предрасполагающее к развитию злокачественных и доброкачественных образований. Изначально было доказано, что ген DICER1 играет важную роль в закладке легочной ткани в эмбриогенезе. Исследования, проведенные на мышиных моделях, доказывали, что выключение одной копии гена приводит к кистозной дилатации дыхательных путей, нарушению морфогенеза, которое напоминает раннюю стадию плевропульмональной бластомы. В 2009 г. были опубликованы данные о результатах исследования в большой группе пациентов с плевропульмональной бластомой: всем пациентам исследовался ген DICER1, выбранный как ген-кандидат, дефект которого может приводить к данному заболеванию. Гетерозиготные мутации в гене DICER1 были обнаружены во всех обследованных семьях. В последующем были выявлены новые генетические ассоциации. Помимо плевропульмональной бластомы, были описаны «главные» проявления DICER1-синдрома: нефрокарцинома или кистозная нефрома, опухоли стромы полового тяжа (опухоли клеток Сертоли-Лейдига, опухоли гранулезы и арренобластомы), образования щитовидной железы, такие как многоузловой зоб, аденомы или дифференцированный рак щитовидной железы, бластомы гипофиза и другие очень редко встречающиеся состояния — медуллозпителиома, эмбриональная рабдомиосаркома шейки матки, хондромезенхимальная носовая гамартома, почечная саркома, пинеобластома и единичные описания опухоли Вильмса, семиномы и рака печени. Заболевание характеризуется ранним началом, до 40 лет, но чаще — в детском или подростковом возрасте.",Simple,Какие основные проявления синдрома DICER1?,"Основные проявления синдрома DICER1 включают плевропульмональную бластому, нефрокарциному или кистозную нефрому, опухоли стромы полового тяжа (опухоли клеток Сертоли-Лейдига, опухоли гранулезы и арренобластомы), образования щитовидной железы (многоузловой зоб, аденомы или дифференцированный рак щитовидной железы), бластомы гипофиза, а также редкие состояния, такие как медуллозпителиома, эмбриональная рабдомиосаркома шейки матки, хондромезенхимальная носовая гамартома, почечная саркома, пинеобластома, опухоль Вильмса, семинома и рак печени."
